Vietnamese,Anger,Disgust,Fear,Enjoyment,Sadness,Surprise,
có tiếng xấu,0,0,1,0,0,0,1
có tính báng bổ,1,0,0,0,0,0,1
có tính chất báng bổ,1,0,0,0,0,0,1
có tính di truyền,0,0,0,0,0,0,0
có tính người,0,0,0,0,0,0,0
có tính xây dựng,0,0,0,0,0,0,0
có tính xúc phạm,1,0,0,0,0,0,1
có ưu thế,0,0,1,0,0,0,1
có ưu thế lớn,0,0,0,0,0,0,0
có uy tín,0,0,0,0,0,0,0
cố vấn,0,0,0,0,0,0,0
có vẻ đúng,0,0,0,0,0,0,0
có vi-rút,0,0,1,0,0,0,1
cởi mở,0,0,0,1,0,0,1
cơn,1,0,0,0,0,0,1
con gái,0,0,0,1,0,0,1
còn nguyên,0,0,0,0,0,0,0
con nít,1,0,0,0,0,0,1
còn non nớt,0,0,0,0,0,0,0
con ong,1,0,1,0,0,0,2
còn sống,0,0,0,0,0,1,1
công bằng,0,0,0,0,0,0,0
công bình,0,0,0,0,0,0,0
công khai,0,0,0,0,0,0,0
công kích,0,1,0,0,0,0,1
cống nạp,0,0,0,0,0,0,0
cong queo,0,1,0,0,0,0,1
cộng tác,0,0,0,0,0,0,0
công tử bột,0,1,0,0,0,0,1
cong vênh,0,1,0,0,0,0,1
cốt yếu,0,0,0,0,0,0,0
cũ rích,0,0,0,0,0,0,0
của địch,0,1,0,0,0,0,1
cứng,0,0,0,0,0,0,0
cứng cỏi,0,0,0,0,0,0,0
cứng nhắc,1,0,0,0,0,0,1
cương lên,0,0,0,1,0,0,1
cuồng tín,0,0,0,0,0,0,0
đã an bài,0,0,0,0,0,0,0
đã ấn định,0,0,0,0,0,0,0
đã chết,0,0,0,0,1,0,1
đã dành trước,0,0,0,1,0,0,1
đã dạy thuần,0,0,0,0,0,0,0
đã đi,0,0,0,0,1,0,1
đã định,0,0,0,0,0,0,0
đã định đoạt,0,0,0,0,0,0,0
đã được chấp nhận,0,0,0,0,0,0,0
đã được chế biến,0,0,0,0,0,0,0
đã được chỉnh sửa,0,0,0,0,0,0,0
đã được gia công,0,0,0,0,0,0,0
đã được thành lập,0,0,0,0,0,0,0
đã được thay đổi,0,0,0,0,0,0,0
đã được thiết lập,0,0,0,0,0,0,0
đã được xử lí,0,0,0,0,0,0,0
đã gia công,0,0,0,0,0,0,0
đã hoàn thành,0,0,0,1,0,0,1
đã mất,0,0,0,0,1,0,1
đa phu,0,1,0,0,0,0,1
đã thuần hoá,0,0,0,0,0,0,0
đã xác định,0,0,0,0,0,0,0
đã xong,0,0,0,1,0,0,1
đại biểu,0,0,0,0,0,0,0
đại diện,0,0,0,0,0,0,0
đại khái,0,1,0,0,0,0,1
đại sứ,0,0,0,0,0,0,0
đại tá,0,0,0,0,0,0,0
đẫm lệ,0,0,0,0,1,0,1
đẫm nước mắt,0,0,0,0,1,0,1
đàm phán,0,0,0,0,0,0,0
đàn anh,0,0,0,0,0,0,0
dân chủ,0,0,0,0,0,0,0
dân dã,0,0,0,1,0,0,1
dẫn đầu,0,0,0,1,0,0,1
dạn dày,0,0,0,0,0,0,0
đần độn,0,1,0,0,0,0,1
đáng buồn,0,0,0,0,1,0,1
đáng ca ngợi,0,0,0,0,0,0,0
đắng cay,0,0,0,0,1,0,1
đáng coi trọng,0,0,0,0,0,0,0
đang đe dọa,0,0,1,0,0,0,1
đáng khâm phục,0,0,0,0,0,0,0
đáng kính,0,0,0,0,0,0,0
đáng kính trọng,0,0,0,0,0,0,0
đáng nể phục,0,0,0,0,0,0,0
đáng nhớ,0,0,0,1,0,0,1
đang phát triển,0,0,0,0,0,0,0
đáng phục,0,0,0,0,0,0,0
đáng tin,0,0,0,0,0,0,0
đáng tin tưởng,0,0,0,0,0,0,0
đáng tôn kính,0,0,0,0,0,0,0
đáng tôn sùng,0,0,0,0,0,0,0
đáng tôn trọng,0,0,0,0,0,0,0
đáng tự hào,0,0,0,1,0,0,1
đáng vị nể,0,0,0,0,0,0,0
đáng yêu,0,0,0,1,0,0,1
đánh,1,0,0,0,0,0,1
danh giá,0,0,0,0,0,0,0
dành riêng,0,0,0,1,0,0,1
đanh thép,0,0,0,0,0,1,1
đánh thức,0,0,0,0,0,0,0
đạo đức giả,0,1,0,0,0,0,1
đảo ngược,0,0,0,1,0,1,2
dập khuôn,0,1,0,0,0,0,1
đạt được,0,0,0,0,0,0,0
đau,0,0,1,0,0,0,1
đau đớn,0,0,1,0,0,0,1
đầu óc bã đậu,0,0,0,0,1,0,1
đau ốm,0,0,0,0,1,0,1
đau thương,0,0,0,0,1,0,1
đầy âu lo,0,0,1,0,0,0,1
đầy bất ngờ,0,0,0,1,0,1,2
đầy bụi bẩn,0,1,0,0,0,0,1
đầy cỏ dại,0,1,0,0,0,0,1
dày đặc,0,0,0,1,0,1,2
dày dạn,0,0,0,0,0,0,0
dầy dạn,0,0,0,0,0,0,0
đầy lo âu,0,0,1,0,0,0,1
đầy lo lắng,0,0,1,0,0,0,1
đầy nghị lực,0,0,0,0,0,0,0
đầy nhiệt huyết,0,0,0,0,0,0,0
đầy sự sống,0,0,0,0,0,0,0
đầy thi vị,0,0,0,1,0,0,1
đầy vi khuẩn,0,0,1,0,0,0,1
đầy vi trùng,0,0,1,0,0,0,1
đề bạt,0,0,0,0,0,0,0
dễ bị gạt,0,1,0,0,0,0,1
dễ bị lợi dụng,0,1,0,0,0,0,1
dễ bị lừa gạt,0,1,0,0,0,0,1
dễ bị mua chuộc,0,0,0,0,0,1,1
dễ biến dạng,0,0,0,1,0,0,1
dễ dao động,1,0,0,0,0,0,1
dễ dạy bảo,0,0,0,0,0,0,0
dễ đến gần,0,0,0,1,0,0,1
dễ gần gũi,0,0,0,1,0,0,1
đê hèn,0,0,1,0,0,0,1
dễ hiểu,0,0,0,0,0,0,0
dễ hối lộ,0,0,0,0,0,1,1
dễ hợp tác,0,0,0,1,0,0,1
dễ làm quen,0,0,0,1,0,0,1
dễ lọt qua,0,0,0,0,0,1,1
đê mạt,0,0,1,0,0,0,1
dễ mến,0,0,0,1,0,0,1
dễ nghe,0,0,0,1,0,0,1
dễ nhìn,0,0,0,1,0,0,1
dễ nói,0,0,0,0,0,0,0
dễ sợ,1,0,0,0,0,0,1
dễ thay đổi,0,0,0,0,0,1,1
"dễ thua,",0,0,0,0,0,0,0
dễ thương,0,0,0,1,0,0,1
dễ tiếp cận,0,0,0,1,0,0,1
dễ tiêu,0,0,0,0,0,0,0
dễ tiêu hoá,0,0,0,0,0,0,0
dễ tin người,0,0,0,0,0,0,0
dễ xúc động,0,0,0,1,0,1,2
đề xướng cuộc cải cách,0,0,0,0,0,0,0
đen đủi,0,0,0,0,1,0,1
đen kịt,0,0,1,0,0,0,1
đen như gỗ mun,0,0,0,0,1,0,1
đen như than,0,0,0,0,1,0,1
đen tối,0,1,0,0,1,0,2
dẻo dai,0,0,0,0,0,1,1
đẹp,0,0,0,1,0,0,1
đẹp tươi,0,0,0,1,0,0,1
đĩ,0,1,0,0,0,0,1
di căn,0,0,0,0,1,0,1
dí dỏm,0,0,0,1,0,0,1
dị thể,0,0,0,1,0,1,2
dị thường,0,0,0,0,0,1,1
di trú,0,0,0,1,0,0,1
đi vắng,0,0,0,0,1,0,1
địch thủ,1,0,0,0,0,0,1
điềm đạm,0,0,0,0,0,0,0
điềm nhiên,0,0,0,0,0,0,0
điên khùng,1,0,0,0,0,0,1
điên lên,1,0,0,0,0,0,1
diện quần áo,0,0,0,1,0,0,1
điên rồ,1,0,0,0,0,0,1
điếng người,0,0,1,0,1,0,2
diệu kỳ,0,0,0,1,0,0,1
điêu luyện,0,0,0,0,0,1,1
đỉnh,0,0,0,0,0,0,0
dìu dắt,0,0,0,0,0,0,0
dịu êm,0,0,0,1,0,0,1
dịu nhẹ,0,0,0,1,0,0,1
đồ,0,0,1,0,0,0,1
đỏ,0,0,0,1,0,0,1
dơ bẩn,0,1,0,0,0,0,1
Độ bền,0,0,0,0,0,0,0
đô đốc,0,0,0,0,0,0,0
đố kị,0,1,0,0,0,0,1
dở người,0,1,0,0,0,0,1
đơ ra,0,0,0,0,0,0,0
đờ ra,0,0,0,0,0,0,0
độc nhất,0,0,0,0,0,1,1
độc tố,0,0,1,0,0,0,1
đợi,0,0,0,0,0,0,0
đổi chác,0,0,0,0,0,0,0
dồi dào,0,0,0,0,0,0,0
đối kháng,0,0,0,1,0,0,1
đói meo,0,0,0,0,1,0,1
dối trá,1,0,0,0,0,0,1
đồi truỵ,1,0,0,0,0,0,1
độn,0,0,0,0,1,0,1
dồn ép,0,0,0,0,0,0,0
đơn giản,0,0,0,1,0,0,1
đớn hèn,0,0,1,0,0,0,1
dồn nén,0,0,0,0,0,0,0
dọn quang,0,0,0,0,0,0,0
đóng băng,0,0,1,0,0,1,2
đồng chí,0,0,0,0,0,0,0
động lực,0,0,0,0,0,0,0
đồng minh,0,0,0,0,0,0,0
dốt,0,0,0,0,1,0,1
dốt nát,0,0,0,0,1,0,1
du dương,0,0,0,1,0,0,1
đủ khả năng,0,0,0,0,0,0,0
đủ năng lực,0,0,0,0,0,0,0
đừ ra,0,0,0,0,0,0,0
dự trữ,0,0,0,0,0,0,0
đua tranh,0,0,0,1,0,0,1
đức độ,0,0,0,1,0,0,1
đức hạnh,0,0,0,0,0,0,0
đui mù,0,0,0,0,1,0,1
dúm dó,0,0,0,0,0,0,0
đúng đắn,0,0,0,0,0,0,0
đúng điệu,0,0,0,1,0,0,1
đủng đỉnh,0,0,0,1,0,0,1
đúng kiểu,0,0,0,1,0,0,1
đứng nhất,0,0,0,1,0,0,1
đúng sự thực,0,0,0,0,0,0,0
đúng với hiến pháp,0,0,0,0,0,0,0
được bảo quản,0,0,0,0,0,0,0
được bảo toàn,0,0,0,0,0,0,0
được bổ nhiệm,0,0,0,0,0,0,0
được cảm thông,0,0,0,0,0,0,0
được chạm khắc,0,0,0,1,0,0,1
được chạm trổ,0,0,0,1,0,0,1
được chỉ định,0,0,0,0,0,0,0
được chia sẻ,0,0,0,0,0,0,0
được công nhận,0,0,0,0,0,0,0
được định hướng,0,0,0,0,0,0,0
được đồng cảm,0,0,0,0,0,0,0
được gìn giữ,0,0,0,0,0,0,0
được gội sạch,0,0,0,1,0,0,1
được gột sach,0,0,0,1,0,0,1
được hưởng phúc,0,0,0,1,0,0,1
được khắc,0,0,0,1,0,0,1
được làm sạch,0,0,0,1,0,0,1
được lọc,0,0,0,0,0,0,0
được lòng dân,0,0,0,0,0,0,0
được mến,0,0,0,1,0,0,1
được mến chuộng,0,0,0,0,0,0,0
được miễn,0,0,0,1,0,0,1
được nấu,0,0,0,1,0,0,1
được nể phục,0,0,0,0,0,0,0
được nể trọng,0,0,0,0,0,0,0
được nguyên vẹn,0,0,0,0,0,0,0
được rửa sạch,0,0,0,1,0,0,1
được sẻ chia,0,0,0,0,0,0,0
được sơn,0,0,0,1,0,0,1
được tạc,0,0,0,1,0,0,1
được tắm sạch,0,0,0,1,0,0,1
được thông cảm,0,0,0,0,0,0,0
được thúc đẩy,0,0,0,0,0,0,0
được thương,0,0,0,1,0,0,1
được tin cẩn,0,0,0,0,0,0,0
được tin cậy,0,0,0,0,0,0,0
được tin tưởng,0,0,0,0,0,0,0
được toàn vẹn,0,0,0,0,0,0,0
được trang bị,0,0,0,0,0,0,0
được ưa chuộng,0,0,0,0,0,0,0
được uỷ quyền,0,0,0,0,0,0,0
được vẹn nguyên,0,0,0,0,0,0,0
được vị nể,0,0,0,0,0,0,0
được yêu,0,0,0,1,0,0,1
được yêu dấu,0,0,0,1,0,0,1
được yêu mến,0,0,0,1,0,0,1
được yêu quý,0,0,0,1,0,0,1
được yêu thích,0,0,0,1,0,0,1
được yêu thương,0,0,0,1,0,0,1
dưới cấp,0,0,0,0,0,0,0
dứt khoát,0,0,0,0,0,0,0
duyên,0,0,0,1,0,0,1
e sợ,0,0,1,0,0,0,1
êm ả,0,0,0,1,0,0,1
êm tai,0,0,0,1,0,0,1
ẻo lả,0,1,0,0,0,0,1
gái điếm,0,1,0,0,0,0,1
gàn dở,1,0,0,0,0,0,1
ganh,0,1,0,0,0,0,1
ganh tị,0,1,0,0,0,0,1
gánh trách nhiệm,0,0,0,0,0,0,0
gấp rút,0,0,0,0,0,0,0
gây cảm hứng,0,0,0,1,0,0,1
gày đét,0,1,0,0,0,0,1
gầy đét,0,1,0,0,0,0,1
gầy guộc,0,1,0,0,0,0,1
gây sốt,0,0,0,1,0,1,2
gây tổn thương,0,0,1,0,0,0,1
ghen,0,1,0,0,0,0,1
ghen tị,0,1,0,0,0,0,1
ghen tuông,0,1,0,0,0,0,1
ghi chép,0,0,0,0,0,0,0
giả dối,0,1,0,0,0,0,1
giả nghĩa,0,1,0,0,0,0,1
giả nhân,0,1,0,0,0,0,1
giả trá,1,0,0,0,0,0,1
giá trị thấp,0,0,0,0,1,0,1
giác quan,0,0,0,1,0,0,1
giai cấp dưới,0,0,0,0,1,0,1
giải nhất,0,0,0,1,0,0,1
giải phẫu,0,1,1,0,0,0,2
giải tỏa,0,0,0,0,0,0,0
giải trí,0,0,0,1,0,0,1
Giám đốc,0,0,0,0,0,0,0
giám hộ,0,0,0,0,0,0,0
giảm xuống,0,0,0,0,1,0,1
gian ác,0,0,1,0,0,0,1
giản đơn,0,0,0,1,0,0,1
gian nan,0,0,0,0,0,0,0
gian tà,0,0,1,0,0,0,1
giao cấu được,0,0,0,1,0,0,1
giáo chủ,0,0,0,0,0,0,0
giáo đoàn,0,0,0,0,0,0,0
giao hàng,0,0,0,0,0,0,0
giao hợp được,0,0,0,1,0,0,1
giao kèo,0,0,0,0,0,0,0
giao tiếp,0,0,0,0,0,0,0
giao ước,0,0,0,0,0,0,0
giáo viên,0,0,0,0,0,0,0
giật gân,0,0,0,1,0,0,1
giật mình,0,0,0,0,0,1,1
giàu kinh nghiệm,0,0,0,0,0,0,0
giàu lòng trắc ẩn,0,0,0,0,0,0,0
giàu tình cảm,0,0,0,0,0,0,0
giàu tình thương,0,0,0,0,0,0,0
giỏi,0,0,0,0,0,0,0
giỏi nhạc,0,0,0,1,0,0,1
giỏi tay nghề,0,0,0,0,0,0,0
giới thiệu,0,0,0,0,0,0,0
giống bò,0,1,0,0,0,0,1
giống như máy,0,0,0,1,0,1,2
giữ nhà,0,0,0,0,0,0,0
giường đá,0,0,0,0,0,0,0
gửi gắm,0,0,0,0,0,0,0
gượng ép,0,0,0,0,1,0,1
gượng gạo,0,1,0,0,0,0,1
há mở,0,0,0,1,0,0,1
hà tằn hà tiện,0,1,0,0,0,0,1
hà tiện,0,0,0,0,0,1,1
hạ tiện,0,0,1,0,0,0,1
hắc ám,0,0,1,0,0,0,1
hài,0,0,0,1,0,0,1
hãi,0,0,1,0,0,0,1
hài hước,0,0,0,1,0,0,1
hai mang,0,0,1,0,0,0,1
hàm ẩn,0,0,0,1,0,1,2
ham đọc sách,0,0,0,1,0,0,1
ham hố,0,0,0,1,0,0,1
hám lợi,0,1,0,0,0,0,1
ham thích,0,0,0,1,0,0,1
hàm ý,0,0,0,1,0,1,2
hạng chót,0,0,0,0,0,1,1
hao,0,0,0,0,1,0,1
hào hoa,0,0,0,1,0,0,1
hào hứng,0,0,0,1,0,0,1
hào nhoáng,0,0,0,1,0,1,2
hao tổn,0,0,0,0,1,0,1
hậu đậu,0,1,0,0,0,0,1
hậu vệ,0,0,0,0,0,0,0
hay chiều theo,0,0,0,1,0,0,1
hay gắt,1,0,1,0,0,0,2
hay ghen,0,1,0,0,0,0,1
hay giãi bày tâm sự,0,0,0,1,0,0,1
hay ho,0,0,0,0,0,0,0
hay khôi hài,0,0,0,1,0,0,1
hay mè nheo,1,0,0,0,0,0,1
hay mơ mộng,0,0,0,1,0,0,1
hay mộng mơ,0,0,0,1,0,0,1
hay nuông chiều,0,0,0,1,0,0,1
hay thay đổi,0,0,0,0,0,1,1
hay thổ lộ tâm tình,0,0,0,1,0,0,1
hay tin cậy,0,0,0,0,0,0,0
hay tin người,0,0,0,0,0,0,0
hay tưởng tượng,0,0,0,1,0,0,1
hé,0,0,0,1,0,0,1
hề,0,0,0,1,0,1,2
hé mở,0,0,0,1,0,0,1
hên,0,0,0,1,0,0,1
hèn hạ,0,1,0,0,0,0,1
hèn nhát,0,0,1,0,0,0,1
hết lòng,0,0,0,0,0,0,0
hiếm,0,0,0,1,0,0,1
hiện đại,0,0,0,0,0,0,0
Hiền nhân,0,0,0,0,0,0,0
hiện thực,0,0,0,0,0,0,0
hiền triết,0,0,0,0,0,0,0
hiệp định,0,0,0,0,0,0,0
hiệp ước,0,0,0,0,0,0,0
hiểu biết,0,0,0,0,0,0,0
hình thành,0,0,0,0,0,0,0
hở hang,0,0,0,0,0,1,1
hờ hững,0,0,0,0,1,0,1
hỗ trợ,0,0,0,0,0,0,0
hoà bình,0,0,0,0,0,0,0
hoà đồng,0,0,0,0,0,0,0
hoa hợp,0,0,0,0,0,0,0
hoa râm,0,0,1,0,0,0,1
hoàn hảo,0,0,0,0,0,0,0
hoan hỉ,0,0,0,1,0,0,1
hoàn lại,0,0,0,0,0,0,0
hoàn toàn đúng,0,0,0,0,0,0,0
hoàn toàn vô ý,0,1,0,0,0,0,1
hoàn trả,1,0,0,0,0,0,1
hoảng,0,0,0,0,0,1,1
hoang dã,0,0,0,1,0,0,1
Hoàng hôn,0,0,0,0,0,0,0
hoảng loạn,0,0,1,0,0,0,1
hoạt hình,0,0,0,1,0,0,1
hói,0,0,0,0,1,0,1
hối hận,0,0,0,0,1,0,1
hời hợt,0,1,0,0,0,0,1
hôi mốc,0,1,0,0,0,0,1
hơi ngọt,0,0,0,1,0,0,1
hồi sức,0,0,0,0,0,0,0
hối tiếc,0,0,0,0,1,0,1
hội tụ,0,0,0,0,0,0,0
hóm,0,0,0,1,0,0,1
hóm hỉnh,0,0,0,1,0,0,1
hôn,0,0,0,1,0,0,1
hơn hẳn,0,0,0,0,0,0,0
hổn hển,0,0,1,0,0,0,1
hỗn láo,1,0,0,0,0,0,1
hơn mức bình thường,0,0,0,0,0,0,0
hơn người,0,0,0,0,0,0,0
hỗn xược,1,0,0,0,0,0,1
hợp logic,0,0,0,0,0,0,0
hợp lý,0,0,0,0,0,0,0
hợp mốt,0,0,0,1,0,0,1
hợp nhãn,0,0,0,1,0,0,1
hợp tác,0,0,0,0,0,0,0
hợp với,0,0,0,0,0,0,0
hợp xướng,0,0,0,1,0,0,1
hợp ý,0,0,0,0,0,0,0
hư hỏng,0,0,1,0,0,0,1
hùng dũng,0,0,0,1,0,0,1
hững hờ,0,0,0,0,1,0,1
hướng dẫn,0,0,0,0,0,0,0
hữu dụng,0,0,0,0,0,0,0
hữu ích,0,0,0,0,0,0,0
hữu năng,0,0,0,0,0,0,0
huỷ diệt,0,0,1,0,0,0,1
huỷ hoại,0,0,1,0,0,0,1
huyền thoại,0,0,0,1,0,0,1
ích kỷ,0,1,0,0,0,0,1
kê đơn,0,0,0,0,0,0,0
kẻ tám lạng người nửa cân,0,0,0,1,0,0,1
kém,0,0,0,0,1,0,1
keo cú,0,0,0,0,0,0,0
keo kiết,0,0,0,0,0,1,1
kết cấu,0,0,0,0,0,0,0
kết hợp,0,0,0,0,0,0,0
kết hợp chặt chẽ,0,0,0,0,0,0,0
khả ái,0,0,0,1,0,0,1
khả bại,0,0,0,0,1,0,1
khả biến,0,0,0,0,0,1,1
khá giàu,0,0,0,1,0,0,1
khả kính,0,0,0,0,0,0,0
khả tín,0,0,0,0,0,0,0
khác thường,0,1,0,0,0,0,1
khai trương,0,0,0,0,0,0,0
khăm,0,0,1,0,0,0,1
khan hiếm,0,0,0,0,0,0,0
khằng định,0,0,0,0,0,0,0
kháng nấm,0,0,0,0,0,0,0
khắp thế giới,0,0,0,0,0,0,0
khích động,1,0,0,0,0,0,1
khiếm nhã,0,1,0,0,0,0,1
khiêm nhường,0,0,0,0,1,0,1
khiếm tốn,0,0,0,0,1,0,1
khiếp,1,0,0,0,0,0,1
khiêu chiến,0,1,0,0,0,0,1
khinh bỉ,0,1,0,0,0,0,1
khinh thường,1,0,0,0,0,0,1
khô cằn,0,0,0,0,1,0,1
khó chan hoà,0,0,1,0,0,0,1
khó gần,0,0,1,0,0,0,1
khó hiểu,0,0,1,0,0,0,1
khô khan,0,0,0,0,1,0,1
khờ khạo,0,0,0,1,0,0,1
khó lường,0,0,0,0,0,1,1
khó thấy,0,0,0,0,0,0,0
khó thở,0,0,1,0,0,0,1
khó xử,0,0,0,0,0,0,0
khoả thân,0,0,0,1,0,1,2
khoa trương,0,1,0,0,0,0,1
khoái lạc,0,0,0,1,0,0,1
khoan khoái,0,0,0,1,0,0,1
khoan thai,0,0,0,1,0,0,1
khóc lóc,0,0,0,0,1,0,1
khoe khoang,0,0,0,0,0,0,0
khởi đầu,0,0,0,0,0,0,0
khôi hài,0,0,0,1,0,0,1
khởi nghĩa,0,0,0,0,0,0,0
khôi ngô,0,0,0,1,0,0,1
khối u,0,0,1,0,0,0,1
khôn ngoan,0,0,0,0,0,0,0
không ái quốc,0,1,0,0,0,0,1
không anh linh,0,0,0,0,1,0,1
không bằng phẳng,0,0,0,0,0,0,0
không bắt buộc,0,0,0,1,0,0,1
không bền lòng,0,0,0,0,1,0,1
không bền vững,0,0,0,0,0,0,0
không bị biến chất,0,0,0,0,0,0,0
không bị chiếm,0,0,0,0,0,0,0
không bị chinh phục,0,0,0,0,0,0,0
không bị chọc tức,0,0,0,1,0,0,1
không bị hạn chế,0,0,0,0,0,0,0
không bị hư hỏng,0,0,0,0,0,0,0
không bị nghiện,0,0,0,0,0,0,0
không bị nhiễm bẩn,0,0,0,0,0,0,0
không bị rút cạn,0,0,0,0,0,0,0
không bị rút hết,0,0,0,0,0,0,0
không bị suy đồi,0,0,0,0,0,0,0
không bị táo bón,0,0,0,1,0,0,1
không bị tháo hết,0,0,0,0,0,0,0
không bị trấn áp,0,0,0,0,0,0,0
không cả quyết,0,1,0,0,0,0,1
không cân,0,0,0,0,0,0,0
không cân sức,0,0,0,0,0,0,0
không cầu kì,0,0,0,1,0,0,1
không cầu kỳ,0,0,0,1,0,0,1
không chậm trễ,0,0,0,0,0,0,0
không chân thật,0,1,0,0,0,0,1
không chân tình,1,0,0,0,0,0,1
không che đậy,0,0,0,0,0,0,0
không che giấu,0,0,0,0,0,0,0
không chỉ rõ,0,0,0,0,0,0,0
không chịu được,1,1,0,0,0,0,2
không chịu nổi,1,1,0,0,0,0,2
không cho phép,0,0,0,0,0,0,0
không chọc tức,0,0,0,1,0,0,1
không chú ý,0,0,0,0,1,0,1
không có hiệu lực,0,0,0,0,0,0,0
không có hiệu lực pháp lí,0,0,0,0,1,0,1
không có kế hoạch,0,1,0,0,0,0,1
không có khả năng,0,0,0,0,1,0,1
không có kịch bản,0,0,0,1,0,1,2
không có mắt,0,0,0,0,0,1,1
không có mùi vị,0,0,0,0,0,0,0
không có năng lực,0,0,0,0,1,0,1
không có năng suất,0,0,0,0,0,0,0
không có phép tắc,0,1,0,0,0,0,1
không có quai hàm,0,0,0,0,1,0,1
không có sẵn,0,0,0,0,0,0,0
không có tên tuổi,0,0,0,0,0,0,0
không có thiện ý,0,0,0,0,1,0,1
không có tiếng tăm,0,0,0,0,0,0,0
không có trái,0,0,0,0,1,0,1
không có trí thức,0,0,0,0,1,0,1
không có vị,0,0,0,0,0,0,0
không cuống,0,0,0,0,0,0,0
không đăng kí hộ khẩu,0,0,1,0,0,0,1
không đăng kí hộ tịch,0,0,1,0,0,0,1
không đáng tin,0,1,0,0,0,0,1
không đáng tin cậy,0,1,0,0,0,0,1
không dành riêng,0,0,0,0,1,0,1
không đáy,0,0,0,0,1,0,1
không dễ bị lừa,0,0,0,0,0,0,0
không dễ cảm động,0,0,0,0,0,0,0
không dễ gãy,0,0,0,0,0,0,0
không dễ vỡ,0,0,0,0,0,0,0
không dễ xúc cảm,0,0,0,0,0,0,0
không dễ xúc động,0,0,0,0,0,0,0
không đến nơi đến chốn,0,1,0,0,0,0,1
không dính,0,1,0,0,0,0,1
không định rõ,0,0,0,0,0,0,0
không đối xứng,0,0,0,0,1,0,1
không đủ,0,0,0,0,0,0,0
không đủ tiêu chuẩn,0,0,0,0,1,0,1
không đủ tư cách pháp lí,0,0,0,0,1,0,1
không dức hạnh,0,1,0,0,0,0,1
không đứng dắn,0,0,0,0,0,0,0
không đúng lề lối,0,1,0,0,0,0,1
không được cấp vốn,0,0,0,0,0,0,0
không được chỉ rõ,0,0,0,0,0,0,0
không được chính thức xác minh,0,0,0,0,1,0,1
không được chứng nhận,0,0,0,0,1,0,1
không được chứng thực,0,0,0,0,1,0,1
không được định rõ,0,0,0,0,0,0,0
không được ghi rõ,0,0,0,0,0,0,0
không được giác ngộ,0,0,0,0,0,0,0
không được khai sáng,0,0,0,0,0,0,0
không được làm sáng tỏ,0,0,0,0,0,0,0
không được lát đá,0,0,0,0,1,0,1
không được mở mắt,0,0,0,0,0,0,0
không được nói rõ,0,0,0,0,0,0,0
không dứt điểm,1,0,0,0,0,0,1
không dứt khoát,0,1,0,0,0,0,1
không ép buộc,0,0,0,1,0,0,1
không ghi rõ,0,0,0,0,0,0,0
không gì có thể phá vỡ,0,0,0,0,0,0,0
không giải thích được,0,0,0,0,0,0,0
không giao động,0,0,0,0,0,0,0
không gọn gàng,0,0,0,0,0,0,0
không hề bối rối,0,0,0,0,0,0,0
không hề nao núng,0,0,0,0,0,0,0
không hiện đại,0,0,0,0,0,0,0
không hiệu lực,0,0,0,0,0,0,0
không hộ khẩu,0,0,1,0,0,0,1
không hổ thẹn,0,0,0,0,0,0,0
không hộ tịch,0,0,1,0,0,0,1
không hối cải,1,0,0,0,0,0,1
không hồn,0,0,1,0,0,0,1
không hợp lý,1,0,0,0,0,0,1
không hợp thời,0,0,0,0,1,0,1
không kết nối,0,0,0,0,0,0,0
không khách quan,0,1,0,0,0,0,1
không khó tính,0,0,0,0,0,0,0
không khôn khéo,0,1,0,0,0,0,1
không khôn thiêng,0,0,0,0,1,0,1
không kịch bản,0,0,0,1,0,1,2
không kiên quyết,0,1,0,0,0,0,1
không kín đáo,0,1,0,0,0,0,1
không linh thiêng,0,0,0,0,1,0,1
không lo,0,0,0,0,0,0,0
khổng lồ,0,0,1,0,0,1,2
không lo sợ,0,0,0,0,0,0,0
không may,0,0,0,0,1,0,1
không mới mẻ,0,0,0,0,0,0,0
không muốn,0,0,0,0,1,0,1
không năng suất,0,0,0,0,0,0,0
không nao núng,0,0,0,0,0,0,0
không ngăn nắp,0,0,0,0,0,0,0
không ngang sức,0,0,0,0,0,0,0
không ngang tài,0,0,0,0,0,0,0
không ngang tài ngang sức,0,0,0,0,0,0,0
không nghi ngờ,0,0,0,0,0,0,0
không ngừng nghỉ,0,0,0,1,0,0,1
không nhà cửa,0,0,0,0,0,0,0
không nhẵn,0,0,0,0,0,0,0
không nhiễm bẩn,0,0,0,0,0,0,0
không nhu mì,0,1,0,0,0,0,1
không nói rõ,0,0,0,0,0,0,0
không phải lối,0,1,0,0,0,0,1
không phân biệt chủng tộc,0,0,0,0,0,0,0
không phép tắc,0,1,0,0,0,0,1
không phô trương,0,0,0,1,0,0,1
không phù hợp,0,0,0,0,1,0,1
không quan tâm đến người khác,0,0,0,0,1,0,1
không quan trọng,0,0,0,0,1,0,1
không ra gì,0,1,0,0,0,0,1
không rõ,0,0,0,0,0,0,0
không sạch sẽ,0,0,0,0,0,0,0
không sẵn,0,0,0,0,0,0,0
không sẵn có,0,0,0,0,0,0,0
không sẵn sàng,0,0,0,0,0,0,0
không sáng tỏ,0,0,0,0,0,0,0
không sợ sệt,0,0,0,0,0,0,0
không suy tính trước,0,0,0,0,0,1,1
không tề chỉnh,0,0,0,0,0,0,0
không tế nhị,1,0,0,0,0,0,1
